category,product_code,true_rank,predicted_score
Bacon,1,3.0,4.036859254962966
Bacon,2,2.0,5.387388206533078e-09
Bacon,3,1.0,4.061399902370346
Bacon,4,4.0,3.5972722765998237
Bacon,5,10.0,4.206319724834652
Bacon,6,9.0,3.7310664478968647
Bacon,7,6.0,4.9065800432375815
Bacon,8,8.0,1.9021395615770689
Bacon,9,5.0,3.9592519534502646
Bacon,10,7.0,0.6655740748030745
Barista_Milk,1,2.0,0.3462729195123808
Barista_Milk,2,8.0,3.266091643785193
Barista_Milk,3,10.0,4.942502490707607
Barista_Milk,4,6.5,4.688898390783048
Barista_Milk,5,3.0,4.145187756456284
Barista_Milk,6,1.0,3.3515854494118686
Barista_Milk,7,9.0,3.794609193935494
Barista_Milk,8,6.5,1.1457073202983843
Barista_Milk,9,5.0,0.3942231517460646
Barista_Milk,10,4.0,2.943023687592714e-05
Bratwurst,1,6.0,1.7886895114176515
Bratwurst,2,2.0,3.8018522287670793
Bratwurst,3,5.0,0.3625494324819102
Bratwurst,4,4.0,0.4065430273609378
Bratwurst,5,8.0,1.9605205688523708
Bratwurst,6,1.0,2.0020304119081502
Bratwurst,7,3.0,0.1854747378701489
Bratwurst,8,9.0,4.499999999990841
Bratwurst,9,7.0,1.3504077849163876
Breaded_Chicken_Filet,1,3.0,0.9641313178888068
Breaded_Chicken_Filet,2,1.0,1.7470585032888777
Breaded_Chicken_Filet,3,4.0,1.4999973815004577
Breaded_Chicken_Filet,4,2.0,1.749998000378521
Breaded_Chicken_Filet,5,5.0,2.12499959520552
Breakfast_Sausages,1,1.0,2.5126917522775334
Breakfast_Sausages,2,7.0,4.657384169821332
Breakfast_Sausages,3,6.0,4.775807111252258
Breakfast_Sausages,4,10.0,3.3706970902945397
Breakfast_Sausages,5,5.0,2.2211537847917218e-11
Breakfast_Sausages,6,9.0,1.4229561244472222
Breakfast_Sausages,7,3.0,4.523080420860567
Breakfast_Sausages,8,2.0,2.368143450352167
Breakfast_Sausages,9,8.0,1.4604586155678874
Breakfast_Sausages,10,4.0,0.2222224171858855
Burgers,1,2.0,1.5655388476171066
Burgers,2,3.0,1.1229667673501629
Burgers,3,8.0,2.476842264411739
Burgers,4,9.0,4.999999346513362
Burgers,5,1.0,1.4925064748406952e-08
Burgers,6,10.0,3.3589070247522024
Burgers,7,7.0,2.067220482861026
Burgers,8,6.0,4.629413454188517
Burgers,9,5.0,4.777772582905806
Burgers,10,4.0,1.0020993753569087
Butter,1,2.0,1.5551133368997774
Butter,2,4.0,0.0013190509871632
Butter,3,10.0,2.4909260975863123
Butter,4,8.0,2.159543985258742
Butter,5,9.0,2.4554536257554433
Butter,6,7.0,2.1928957498193675
Butter,7,5.0,3.6575563612599735
Butter,8,6.0,3.773396963154497
Butter,9,1.0,1.644415775168201
Butter,10,3.0,1.8889564560289491
Cheddar_Cheese,1,5.5,2.90423484060861
Cheddar_Cheese,2,1.0,1.0941853466557812
Cheddar_Cheese,3,5.5,1.1459090513705998
Cheddar_Cheese,4,4.0,2.3467314745339443
Cheddar_Cheese,5,2.0,0.2381340730717487
Cheddar_Cheese,6,8.0,3.924270747780985
Cheddar_Cheese,7,3.0,0.228506370531752
Cheddar_Cheese,8,7.0,0.3571501738799055
Chicken_Strips,1,2.0,1.2348285762183848
Chicken_Strips,2,10.0,4.414800085646602
Chicken_Strips,3,5.0,1.642691400053891
Chicken_Strips,4,4.0,2.062741872108488
Chicken_Strips,5,7.0,2.5732164907055477
Chicken_Strips,6,8.0,2.983471827037288
Chicken_Strips,7,9.0,2.4837321885433528
Chicken_Strips,8,3.0,0.8550843987968922
Chicken_Strips,9,6.0,3.9978405148895777
Chicken_Strips,10,1.0,4.509043163344073
Cream_Cheese,1,2.0,0.5960134150627199
Cream_Cheese,2,10.0,4.39470399317032
Cream_Cheese,3,4.0,1.234222603335128
Cream_Cheese,4,9.0,2.9262817251426547
Cream_Cheese,5,8.0,2.815665735998238
Cream_Cheese,6,7.0,4.322014352589949
Cream_Cheese,7,1.0,0.1667197552564009
Cream_Cheese,8,3.0,4.053454703701102
Cream_Cheese,9,5.0,0.5060504746640927
Cream_Cheese,10,6.0,3.425057819918983
Creamer,1,1.0,0.5677507749403232
Creamer,2,4.0,1.4976551573817791
Creamer,3,9.0,2.459539493972332
Creamer,4,8.0,3.1666559443708167
Creamer,5,2.0,5.463667635571595e-13
Creamer,6,5.0,4.301907266304646
Creamer,7,6.0,4.196405896894282
Creamer,8,7.0,2.486619904781034
Creamer,9,3.0,1.7910655310784265
Deli_Ham,1,8.0,3.350461020942267
Deli_Ham,2,3.5,1.124974984413991
Deli_Ham,3,3.5,3.6867851948709536
Deli_Ham,4,5.0,2.0548245967068555
Deli_Ham,5,6.0,3.908745168168252
Deli_Ham,6,9.0,2.613162254340202
Deli_Ham,7,1.0,0.589151817989783
Deli_Ham,8,2.0,0.4128332074232909
Deli_Ham,9,7.0,1.6874862758733131
Deli_Turkey,1,7.0,2.9166665271060004
Deli_Turkey,2,3.0,1.1848468008839452
Deli_Turkey,3,6.0,3.081582197001419
Deli_Turkey,4,5.0,1.945854628884179
Deli_Turkey,5,2.0,1.9999384281962471
Deli_Turkey,6,1.0,2.1660048867694224
Deli_Turkey,7,4.0,0.4166671987168523
Hot_Dogs,1,4.0,1.8999606555144464
Hot_Dogs,2,5.0,2.369477582673581
Hot_Dogs,3,8.0,3.845932772971675
Hot_Dogs,4,6.0,4.049429512039014
Hot_Dogs,5,10.0,3.1365985659119917
Hot_Dogs,6,7.0,2.8855091094838485
Hot_Dogs,7,2.0,0.0556705347714935
Hot_Dogs,8,1.0,1.6780797163332866
Hot_Dogs,9,3.0,0.2821880620210747
Hot_Dogs,10,9.0,3.053770132478513
Ice_Cream_Hard_Serve,1,10.0,3.948080108098487
Ice_Cream_Hard_Serve,2,8.0,1.4718435304619126
Ice_Cream_Hard_Serve,3,3.0,1.3571223969814907
Ice_Cream_Hard_Serve,4,7.0,0.091661179277978
Ice_Cream_Hard_Serve,5,6.0,2.9521664031471277
Ice_Cream_Hard_Serve,6,1.0,0.4827910881632282
Ice_Cream_Hard_Serve,7,9.0,3.3343993757030876
Ice_Cream_Hard_Serve,8,5.0,4.1863339080988915
Ice_Cream_Hard_Serve,9,2.0,0.3975805096071272
Ice_Cream_Hard_Serve,10,4.0,4.413462134274835
Meatballs,1,1.0,1.5833564479076787
Meatballs,2,3.0,2.253476701540562
Meatballs,3,5.0,0.9361788220467572
Meatballs,4,4.0,0.0021994399012885
Meatballs,5,2.0,2.110245938130761
Milk,1,13.0,8.735294011366264
Milk,2,11.0,3.5411017769264044
Milk,3,9.0,2.74916877053781
Milk,4,6.0,3.7797227889637592
Milk,5,10.0,3.927530640462506
Milk,6,5.0,3.930160289105365
Milk,7,2.0,1.8009791800211286
Milk,8,4.0,2.5593649001587737
Milk,9,1.0,1.3798423259962496
Milk,10,17.0,7.534181657748161
Milk,11,15.0,7.468026144176033
Milk,12,3.0,0.3795231181264407
Milk,13,7.0,2.33131278123309
Milk,14,8.0,1.0433471138641166
Milk,15,18.0,6.716614011864398
Milk,16,16.0,3.912418064462776
Milk,17,12.0,8.734339103130988
Milk,18,14.0,4.792102087922656
Mozzarella,1,4.0,1.1088378582302485
Mozzarella,2,2.0,2.0110771623496744
Mozzarella,3,3.0,3.7857142115196103
Mozzarella,4,1.0,1.4433011712505162
Mozzarella,5,5.0,3.6748013011629017
Mozzarella,6,7.0,0.6139652772900412
Mozzarella,7,8.0,3.5329504952171276e-05
Mozzarella,8,6.0,0.1428902592464279
Nuggets,1,1.0,4.37704917158429
Nuggets,2,6.0,3.839703795985556
Nuggets,3,10.0,3.9207103955284626
Nuggets,4,7.0,4.416264139309095
Nuggets,5,5.0,0.4444457883685514
Nuggets,6,3.0,4.285790098744762
Nuggets,7,2.0,4.8333234098949
Nuggets,8,8.0,2.473673439483727
Nuggets,9,4.0,4.500443243097836
Nuggets,10,9.0,0.3333333863817199
Pulled_Pork,1,3.0,1.963915994229286
Pulled_Pork,2,7.0,2.387534593816083
Pulled_Pork,3,4.0,0.9245817813730834
Pulled_Pork,4,5.0,3.3333281571368656
Pulled_Pork,5,2.0,1.3187282037487853
Pulled_Pork,6,6.0,0.25
Pulled_Pork,7,1.0,2.847279130910283
Sour_Cream,1,2.0,0.7500000405824904
Sour_Cream,2,4.0,0.5044913778118173
Sour_Cream,3,5.0,0.8750032147817483
Sour_Cream,4,3.0,2.4987887589527316
Sour_Cream,5,1.0,0.1250000013920053
Steak,1,7.0,3.2557725753185363
Steak,2,4.0,0.1875000005304677
Steak,3,9.0,4.263621613611612
Steak,4,2.0,2.5756199862553313
Steak,5,6.0,0.2539322879959204
Steak,6,5.0,2.4389917505068563
Steak,7,1.0,3.811432422213577
Steak,8,3.0,2.5063391542718305
Steak,9,8.0,4.152389831665288
Unbreaded_Chicken_Breast,1,10.0,4.466884253672826
Unbreaded_Chicken_Breast,2,5.0,0.2252778204818246
Unbreaded_Chicken_Breast,3,1.0,2.060572067982392
Unbreaded_Chicken_Breast,4,4.0,0.4368254465086222
Unbreaded_Chicken_Breast,5,6.0,1.821367523574443
Unbreaded_Chicken_Breast,6,7.0,3.2838313285176426
Unbreaded_Chicken_Breast,7,9.0,4.777775962638639
Unbreaded_Chicken_Breast,8,3.0,3.6983632281020946
Unbreaded_Chicken_Breast,9,8.0,4.1317565099358635
Unbreaded_Chicken_Breast,10,2.0,2.105823486174247
Yogurt,1,1.0,2.69999987908757
Yogurt,2,6.0,0.3055642702114051
Yogurt,3,2.0,2.99987598507953
Yogurt,4,3.0,2.1440774924100885
Yogurt,5,5.0,0.100098247970611
Yogurt,6,4.0,2.89689616132207
